"country","began","duration","area","magnitude","x","y"
"India",37433,8,170588,6,73.7,20.9
"Philippines",37433,2,2408,4,123,8.2
"India",37432,2,42,2,88.9,22.3
"Vietnam",37427,4,2182,4,107.1,11.8
"Ireland",37429,3,2754,4,-6.2,54.6
"China",37428,5,22455,5,108,33
"Canada",37416,4,5527,4,-94,48.9
"Russia",37426,13,224555,7,43.3,44
"New Zealand",37428,3,6481,5,175.2,-37.3
"Bangladesh",37425,7,18369,5,91,25.2
"China",37421,9,20154,6,110.6,25.3
"China",37420,12,13635,5,116.5,27.9
"Romania",37423,3,765,3,24.6,46.6
"Brazil",37419,8,18940,5,-51.5,-29.9
"China",37422,10,130291,6,111.8,28
"China",37419,8,50532,6,118.1,26.5
"Tajikistan",37423,3,1160,4,68.8,38.5
"India",37423,7,3790,4,95.4,27.8
"Cuba",37419,5,15669,5,-79.4,22
"USA",37419,3,11377,5,-72.4,44.5
"Russia",37419,3,10643,5,47,43.5
"Jamaica",37419,5,3012,4,-77.2,18
"Ghana",37417,3,867,3,-0.2,5.6
"Russia",37416,7,66440,6,61.6,55.6
"Vietnam",37416,3,1323,4,105,22.8
"China",37415,11,252148,7,108.5,33.2
"USA",37415,22,47498,6,-95.9,47.3
"Europe",37413,4,103705,6,10.6,47.1
"Honduras",37413,8,2917,4,-87.2,14.1
"China",37399,31,124885,7,82.5,43.4
"Uruguay",37369,17,205292,7,-56,-32.5
"Syria",37411,3,181,3,36.3,35.7
"USA",37411,3,43981,5,-91,42.3
"Columbia",37411,10,369953,7,-74,1.8
"USA",37406,3,5261,4,-77.2,42.8
"Bulgaria",37406,3,71,3,25.6,43.1
"Russia",37403,6,358954,6,94.2,64.8
"Chile",37400,13,166884,7,-70.2,-30.1
"Russia",37400,9,85631,6,131.9,62.9
"Bangladesh",37399,9,4349,5,91.8,24.5
"China",37398,8,156149,6,111.9,27.3
"Nicaragua",37399,14,79027,6,-86.7,13.3
"USA",37404,3,655,3,-75.9,41.2
"Afghanistan",37392,5,5754,4,67.1,34.3
"Paraguay",37382,23,52918,6,-57.8,-26.7
"Vietnam",37388,4,90660,6,104.4,22.1
"Oman",37386,3,9462,5,53.6,17.2
"Madagascar",37386,9,3853,5,49.2,-18.3
"Russia",37383,31,61802,6,64.6,58.7
"USA",37383,3,685,3,-157.4,59.4
"USA",37383,33,257338,7,-88.3,39.2
"Costa Rica",37382,6,18668,5,-83.4,9.9
"Africa",37372,33,1111283,8,33.5,-0.1
"USA",37378,7,19788,5,-82,37.5
"Kenya",37375,4,3838,4,36.9,-1.2
"Iran",37372,3,284,3,55.4,37.3
"Russia",37372,4,23146,5,156.7,53.6
"Columbia",37370,6,483096,6,-75.7,4.7
"USA",37371,3,313,3,-99.3,32.7
"Russia",37368,16,191208,6,67.2,58
"Afghanistan",37369,4,3656,4,63,34.6
"Bangladesh",37364,12,4848,5,91.5,25
"Ethiopia",37362,6,282525,6,43.1,7.3
"Indonesia",37363,4,4900,4,120,-9.7
"Indonesia",37363,3,919,3,108.2,-7.3
"USA",37363,6,22335,5,-89.6,46.5
"Iran",37360,3,44883,5,53.4,32.3
"Saudi Arabia",37354,6,22811,5,39.9,21.1
"Afghanistan",37350,4,1171,4,64.8,35.8
"Canary Islands",37346,3,117,3,-16.3,28.5
"Tajikistan",37340,9,5025,5,69.7,38.1
"Peru",37332,15,13767,5,-70.2,-15.8
"Indonesia",37342,4,942,4,97.7,1
"Phillipines",37336,6,5284,5,126.2,8.8
"Austria",37336,16,2640,5,14.4,48.3
"Mozambique",37333,5,1176,4,39.3,-15.1
"USA.",37332,8,40931,6,-83.2,36.9
"China",37325,3,1017,3,77.4,39.7
"Egypt",37324,3,564,3,35.5,23.2
"Ecuador",37321,55,71519,7,-80,-1.7
"Afghanistan",37319,5,1027,4,67.9,36.1
"Russia",37311,4,4120,4,47.8,50.9
"Fiji",37310,3,1084,4,178.5,-17.8
"Australia",37310,7,57868,6,126,-18.1
"Brazil",37271,78,139113,7,-50.5,-11.9
"Bolivia",37306,3,699,3,-68.1,-16.5
"Uzbekistan",37305,4,6837,4,71.4,40.8
"Indonesia",37304,9,1343,4,109.8,-7
"Australia",37302,4,47744,5,146.8,-20.3
"Russia",37302,3,516,3,42.3,42.2
"Indonesia",37300,11,810,4,106.9,-6.2
"New Zealand",37268,4,8029,5,171.9,-43.8
"Australia",37299,12,10361,5,132,-14.1
"UK",37299,5,2097,4,-3,52.7
"DR Congo",37293,3,203,3,29.1,-3.3
"Australia",37292,5,1984,4,151.1,-33.9
"Peru",37291,12,333296,7,-73.8,-13.5
"Brazil",37290,3,2255,4,-41.7,-17.8
"India",37289,4,35587,5,78.8,10.5
"Indonesia",37283,17,41006,6,112.8,-7.3
"Lithuania",37283,7,2866,4,21.6,55.5
"USA",37282,3,656,3,-157.9,21.4
"USA",37279,7,87112,6,-85.7,35.7
"Senegal",37265,4,62706,5,-14.6,15.6
"Indonesia",37271,12,810,4,106.9,-6.2
"Indonesia",37269,6,4171,4,98.6,3.6
"Iran",37267,3,59657,5,53,29.7
"Russia",37262,18,9584,6,37.9,45.5
"Ghana",37262,3,867,3,-0.2,5.6
"Indonesia",37264,5,1489,4,103.3,-4
"Indonesia",37261,3,220,3,125.5,3.7
"Phillipines",37260,4,13422,5,125.8,8.3
"Brazil",37258,3,776,4,-50.3,-15.8
"Indonesia",37257,4,4559,4,119.6,-5.2
"Romania",37258,3,4524,4,22.9,47.9
"Malawi",37254,67,3859,5,34.7,-16.2
"China",37242,2,17367,5,108.6,40.7
"France",37254,2,9379,4,8.4,48.2
"Indonesia ",37253,5,9125,5,98.8,3.4
"Syria",37252,2,289,3,36,35.6
"Turkey ",37250,2,6714,4,27.4,41.1
"Peru",37251,4,272805,6,-73.8,-3.2
"Thailand ",37249,1,8522,4,100.2,8
"Brazil ",37249,2,9990,5,-43.1,-22.6
"Morocco",37248,4,6406,4,-7.3,33
"Malaysia",37247,13,22936,5,103.1,4.7
"South Africa ",37244,4,752,3,29.8,-28.6
"Malaysia ",37241,4,17459,5,102.6,5.4
"Democratic Republic Congo ",37242,4,3270,4,18.3,0.1
"USA",37242,9,45273,6,-91.8,34.9
"Zimbabwe ",37241,3,35653,5,31.4,-21.3
"Serbia",37241,3,306,3,27.2,38.4
"Mozambique ",37240,2,211,3,35.4,-24
"Columbia",37238,2,5307,4,-76.3,3.6
"South Africa ",37236,2,1935,4,30.2,-26.2
"Philippines",37230,3,2807,4,124.9,11
"Iran",37230,1,497,3,48.3,32.6
"Malaysia ",37229,4,746,3,115.9,5.4
"Turkey ",37227,8,14875,5,35.3,36.7
"Greece",37224,1,486,3,26.8,37.7
"USA",37223,10,132283,6,-89.9,35.2
"Brazil  ",37214,5,45214,5,-40.7,-19.6
"Philippines ",37214,3,6244,4,123,10.2
"Uganda",37210,2,1219,3,31.8,-0.1
"USA",37210,5,7734,5,-99.9,29.9
"Algeria ",37205,5,977,4,3.1,36.7
"Cuba ",37202,9,8802,5,-66.4,18.2
"Philippines",37201,4,612,3,124.7,9.2
"Malaysia  ",37200,8,7155,5,102.1,4.1
"Somalia ",37196,14,3907,5,42.5,0.5
"Rwanda ",37194,4,1197,4,29.4,-1.7
"Nicaragua ",37190,21,69951,6,-80.2,22.3
"Indonesia ",37181,11,2095,4,109.8,-7.6
"UK ",37185,3,5679,5,0.5,52.1
"Vietnam ",37184,5,72024,6,108.2,14.4
"France",37184,2,3857,4,4.9,45
"Bangladesh ",37181,3,900,3,89.2,22.6
"USA ",37179,5,17274,5,-87.3,39
"India ",37180,6,87384,6,79.1,14.8
"Argentina",37165,62,627891,8,-61.2,-32.9
"North Korea ",37173,3,13149,5,127.1,39.7
"Philippines ",37174,1,188,2,122.1,7
"Indonesia  ",37172,2,2257,4,109.3,-7.5
"France ",37171,1,4136,4,4.4,44
"Nepal ",37169,3,8297,4,87.1,26.7
"Iran",37165,2,27363,5,54.3,37
"India ",37164,3,44527,5,79.1,16.7
"Brazil ",37163,6,619668,7,-51.1,-26.2
"Rwanda ",37156,1,1769,3,29.6,-2.6
"Phillipines",37158,2,6001,4,121.5,18.2
"Mexico",37158,9,35717,6,-102.1,18.1
"Iran",37153,2,10285,4,55,37.4
"China",37153,4,14700,5,104.6,31
"Nicaragua ",37152,4,7806,4,-92.6,15.2
"Taiwan",37150,5,2803,4,121.3,25
"Italy",37148,2,69,2,14.3,40.9
"Guinea",37121,53,264055,7,-9.2,10.5
"Thailand ",37144,3,14946,5,103.4,16.7
"India",37141,18,30124,6,84.9,26.5
"Brazil ",37137,2,13040,4,-53.9,-31.2
"India ",37123,23,35442,6,83.1,26.8
"Nepal ",37132,6,563,4,84.8,27.8
"China",37131,13,14471,5,109.5,19.4
"Nigeria ",37130,9,14288,5,8.7,11.7
"Uganda ",37123,10,15804,5,30,0.7
"China",37128,1,5570,4,106.1,23.7
"Vietnam ",37123,3,23438,5,108.3,12.1
"South Africa ",37120,18,1280,5,18.6,-33.9
"Cambodia",37118,97,74458,7,105.4,11.8
"Pakistan ",37119,1,3032,3,70.7,30.1
"India ",37117,2,3009,4,76.1,32.6
"Chad ",37122,54,104252,7,16.3,9.3
"Philippines ",37115,3,31876,5,122.9,7.8
"Thailand",37113,16,4163,5,106,18.4
"Iran ",37113,3,77941,6,56.9,36.9
"Afghanistan ",37111,1,1282,3,69.2,34.6
"Russia",37109,7,36650,5,133.8,43.6
"Sudan",37109,39,557928,7,34.4,15
"Yemen ",37108,1,4207,4,44,16.4
"North Korea ",37104,4,5048,4,126.7,38.1
"USA",37106,2,19308,5,-83,37.1
"Nigeria ",37094,1,1065,3,6.2,12.5
"Indonesia",37103,2,2399,4,122.4,-1.3
"Bangladesh",37103,33,190727,7,89.6,25.9
"Indonesia",37103,2,1267,4,97.8,0.8
"Nepal ",37101,4,1304,4,81.6,29.3
"South Korea",37101,2,2231,4,127.1,37.5
"Taiwan",37101,2,3947,4,121.3,23.5
"USA",37101,1,14007,4,-81.6,37.3
"Yemen  ",37098,4,10853,5,44.2,14.6
"China ",37097,2,6806,4,104.7,34.4
"Poland ",37092,15,47893,6,20.8,49.7
"Pakistan ",37094,4,111091,6,73.3,35
"Nicaragua ",37093,2,2586,4,-84.3,12.2
"Iran ",37092,2,7447,4,48,38.6
"USA",37089,2,1714,4,-84.6,39.5
"India ",37088,1,2458,3,79.9,30.8
"South Korea ",37086,2,2231,4,127.1,37.5
"Taiwan",37083,3,1313,4,120.4,22.6
"Ivory Coast ",37083,1,1828,3,-4,5.4
"China ",37083,2,18013,5,101.6,36.7
"Poland ",37082,1,1363,3,18.6,54.3
"India ",37080,34,105057,7,84.8,21.1
"USA",37080,2,8534,5,-81.9,37.8
"Russia",37079,7,231499,7,102,55.2
"India",37076,13,4468,5,76.4,9.7
"Philippines",37073,19,205221,7,111,22.9
"Vietnam",37075,4,12942,5,105.9,21.7
"Cameroon ",37070,2,1087,3,9,4.4
"Ghana ",37069,4,417,3,-0.3,5.7
" Nepal",37068,1,469,3,84.8,27.9
"East Timor ",37062,4,374,3,126.9,-8.4
" India ",37062,2,38728,5,71.3,22.8
"China ",37061,5,3605,4,110.2,26.5
"Poland",37061,4,14265,5,18.5,44.7
"Ecuador ",37053,10,3657,5,-79.1,-4.6
"USA",37048,8,32061,5,-93.7,29.8
"China ",37048,12,18916,5,111.6,22.2
"India",37047,18,17562,5,92,24.4
"El Salvador ",37036,6,159,3,-89.2,13.7
"USA",37035,7,4096,4,-157.1,65
"DR Congo ",37029,1,2392,3,15.4,-4.2
"Haiti ",37027,3,7779,4,-72.5,19.1
"Vietnam ",37026,3,5615,4,107.5,16.3
"Russia ",37023,28,2856610,8,106.6,58.5
"Columbia ",37019,3,15608,5,-72.9,6.9
"USA",37017,2,246,3,-66.8,18
" Turkey ",37018,2,1612,4,36.2,36.2
"Iran ",37017,1,2135,3,57.4,37.5
" Thailand ",37015,2,19752,5,99.1,18
"Russia",37012,17,16164,5,56.2,53.8
"Uruguay ",37011,34,6893,5,-56.7,-30.3
"Belarus ",37010,3,17381,5,29,52.1
"Malaysia ",37007,1,856,3,101.7,3.1
"Poland ",37003,5,3118,4,19.2,50.8
"Brazil ",37006,2,5188,4,-56.5,-15.4
"Peru ",37006,2,14812,4,-73.9,-11.9
"USA",36996,31,63377,7,-90.5,42.7
"Angola ",36995,2,7433,4,13.5,-9
"France",36988,26,9210,6,2.4,50
"Angola ",36983,8,24780,5,12.5,-14.9
"Peru ",36951,21,17427,6,-69.8,-16.1
"Portugal ",36971,2,818,3,-8.5,41.2
"France ",36971,8,78097,6,4.2,47.7
"Saudi Arabia ",36967,3,3070,4,46.7,24.5
"Ecuador ",36958,3,2306,4,-80.1,-0.7
"Australia ",36958,8,30878,6,152.9,-29.7
"Turkey ",36958,1,4917,4,39,37.6
"Malaysia ",36958,1,373,3,101.6,3.5
"Spain ",36956,2,23424,5,-4.2,42
"Germany",36954,14,30198,6,22.6,47.9
"Tanzania ",36949,1,109,2,39.2,-6.8
"USA",36949,3,24,2,-90.3,41.5
"Australia",36940,6,32096,5,131,-16.6
"Bolivia ",36938,7,652,4,-63.9,-19.8
"Philippines",36938,4,5961,4,125.8,8.4
"Indonesia",36926,15,22467,6,112.1,2.4
"Australia ",36923,6,110606,6,151,-29
"Portugal ",36917,4,10062,5,-7.7,40.8
"Tanzania ",36911,1,25185,4,30.4,-5.2
"Bolivia",36892,81,107079,7,-67.1,-14.9
"Malaysia ",36907,6,17459,5,102.6,5.4
"Philippines ",36906,1,846,3,123,10.8
"Kenya ",36904,2,4356,4,36.9,-1.3
"France",36896,3,3926,4,5,50.4
"Malawi ",36895,1,10395,4,33.6,-10.7
"Mozambique",36892,117,202266,7,33.6,-16.2
"Croatia",36888,3,1048,3,15.1,44.9
"Sri Lanka",36884,5,13726,5,81.4,7.9
"Australia ",36875,26,225489,7,141.4,-18.2
"Brazil ",36877,10,578256,7,-44.4,-20.7
"Philippines ",36868,4,2198,4,122.7,11.4
"Indonesia",36863,4,590,4,116.9,-8.7
"Indonesia ",36860,4,6250,4,124.7,1.2
"Tanzania ",36861,31,18959,6,33.1,-3.1
"Iran ",36860,3,83734,5,48.5,32.6
" Philippines",36860,4,14311,5,125.2,8.9
"Somalia ",36850,11,51403,6,42.3,-0.1
"Indonesia",36851,11,344411,7,99.8,1.6
"South Africa ",36849,5,25654,5,32,-27.9
"Sri Lanka ",36848,5,7612,5,81.3,7.6
"Vietnam ",36848,9,49136,6,108.6,14.8
"Australia ",36847,16,111978,7,150.6,-31.2
"Saudi Arabia",36845,4,10794,5,39.7,21.5
"Venezuela ",36842,6,77733,6,-69.4,10.8
"Canada ",36838,3,7561,4,-97.2,49.6
"Indonesia  ",36835,3,7588,4,109.4,-7.6
"Italy",36835,3,23851,5,7.7,44.9
"USA",36832,6,9655,5,-99.4,30.6
"Philippines",36833,3,5875,4,121.2,14.5
"USA",36832,2,87,2,-155.1,19.7
"Taiwan",36831,4,4477,4,121.6,24.7
"UK",36828,2,96950,6,-0.7,52.7
"Indonesia ",36828,3,13697,5,108.9,-7.3
"Philippines",36827,4,7060,4,123.7,13.1
"Israel ",36823,3,3172,4,34.7,31.9
"Algeria",36821,4,101502,6,-0.7,34.2
"USA",36821,2,314,3,-113.6,33.8
" Spain ",36819,7,26693,5,-0.5,39.7
"Italy",36813,9,44552,6,8.7,45.6
"China ",36811,7,11166,5,110.1,19.7
"Brazil ",36811,4,10255,5,-50.9,-29.9
"Mexico ",36809,8,3037,4,-93,18.1
"UK ",36810,4,5378,4,0.2,51.1
"Vietnam ",36809,10,71923,6,107.7,12.3
"Columbia ",36789,11,208183,6,-74.8,7.4
"Belize",36800,5,3926,4,-88.4,18.3
"Nigeria ",36789,2,7725,4,3.2,6.7
" India",36787,34,155001,7,88.5,24.1
" Mexico",36788,4,12756,5,-100.3,17.3
"France ",36788,2,18173,5,4.4,43.8
" Sri Lanka ",36787,5,8043,5,80.6,6.2
"Brazil ",36785,3,3054,4,-35,-8.2
"Guatemala ",36784,3,13967,5,-90.6,15
"Japan",36780,7,42969,5,137.3,34.9
"North Korea ",36769,5,16447,5,129.5,41.8
"El Salvador ",36774,4,8638,5,-88.6,13.8
"Philippines",36773,2,1634,4,120.9,14.8
"China",36770,6,25900,5,113.5,25.2
"China",36766,9,9211,5,89.4,29
"Cambodia",36766,5,208158,6,106.2,11.5
"India ",36768,3,36854,5,80,19.9
"China",36768,12,81864,6,132.1,43.8
" India ",36767,17,223178,7,80.5,27
"South Korea ",36764,4,27589,5,127,35.7
" Ethiopia ",36748,12,57518,6,40.6,10.5
" India ",36761,9,129460,6,79.2,17.1
"Vietnam",36759,8,78306,6,103.8,15.1
"Iran",36745,3,16276,5,56.7,36.5
"Cameroon",36741,3,3782,4,9.7,4
"Russia",36737,8,192116,6,134.4,47.1
" Brazil",36737,19,47599,6,-36.3,-9.2
"India",36740,29,326458,7,94.6,27.1
" India ",36738,5,12416,5,77.7,31.8
" India",36724,14,107053,6,74.5,15.8
"Thailand",36718,31,119920,7,105.1,11.2
"China ",36707,11,107668,6,109.2,27.4
"Philippines",36711,7,11595,5,120.8,14.9
"Bangladesh",36696,8,33982,5,89.7,25.6
"China ",36694,14,75853,6,119.5,26.4
"Guatemala ",36683,16,11568,5,-90.7,15
"Colombia",36682,3,25754,5,-74.6,6.9
"Chile",36682,12,84226,6,-71.4,-34.1
" India ",36687,7,55287,6,94.8,27.4
"China",36677,20,114036,7,105.5,32.4
"Vietnam ",36677,3,3866,4,108.4,12.1
"Bangladesh",36673,24,40363,6,91.7,23.5
"Turkey",36664,7,17086,5,34.9,41.2
"Colombia ",36664,7,200560,6,-75.7,0.9
"Timor",36662,9,11422,5,125.3,-9.3
"Philippines",36664,13,11736,5,121,15.3
"Somalia",36647,30,46259,6,42.6,0.4
"USA ",36652,4,75334,6,-92.2,37
" China",36629,5,21168,5,113.4,22.6
"Romania",36621,21,116230,7,22.4,46.8
"USA",36614,3,24097,5,-99.9,33.7
"South Africa",36594,7,49106,6,25.6,-32.7
"Czech Republic",36594,3,16470,5,17.9,49.2
" Argentina",36594,9,782983,7,-64.9,-27.2
"Australia",36591,6,536203,7,119.2,-23.5
"Zambia ",36588,2,8584,5,28.8,-16.5
"Cambodia ",36588,2,12178,4,106.9,13.7
"Madagascar",36573,24,255303,7,47.3,-15.8
"Australia ",36574,13,468963,7,143.7,-31.3
"USA",36574,5,55643,5,-83.5,37.7
"Philippines ",36553,5,16784,5,126.1,7.2
"Mozambique",36551,62,439043,8,31.7,-27.8
"Angola",36533,8,47260,6,13.2,-14.1
"Brazil  ",36526,10,351935,7,-49.3,-24.9
"Philippines",36519,4,32003,5,126.2,9
"UK",36519,3,23629,5,-2.2,52.2
"South Africa",36515,3,182953,6,30.5,-29.7
"Italy",36509,2,30829,5,14.2,42.6
"Venezuela",36509,6,328213,7,-70.5,9.4
"Colombia ",36418,92,199850,7,-73.5,7.6
"Thailand ",36498,4,157177,6,104.2,14.8
"Somalia ",36495,6,422130,6,43.3,0.6
"Vietnam",36496,9,74777,6,107.9,16.2
"Russia ",36493,4,27471,5,32.8,60.3
"USA",36490,3,18279,5,-124.1,45.2
"Democratic Republic of Congo",36493,33,738831,8,18.6,0.7
"France",36476,4,91886,6,3.5,45.2
"India",36462,15,191940,7,85.4,21.2
"Ethiopia",36463,4,197602,6,37.6,3.7
"Vietnam",36458,16,232556,7,107,15
"South Africa",36459,3,93380,5,30,-29.1
"Nigeria",36459,14,251263,7,11.9,6.6
"Dominican Republic",36455,5,55653,5,-70.9,19.5
"Mexico",36445,18,60540,6,-93.2,18.5
"Nigeria",36418,27,861989,8,6,12.6
"India",36427,6,168966,6,88.9,23.4
"Mexico",36415,31,1159286,8,-86.1,14.9
"China",36418,4,177651,6,116,25
"Japan ",36418,2,2622,4,135.7,34.6
"USA",36417,27,175233,7,-76.7,38.6
"Niger",36410,8,212067,6,7.6,14.5
"Philippines",36413,5,22629,5,121.7,15.9
"El Salvador ",36413,4,19146,5,-90.6,14.9
"Ghana ",36406,11,126691,6,1.8,11.2
"Ethiopia",36395,16,216424,7,39.2,9.6
"Malaysia",36406,5,29033,5,99.7,7.6
"China",36409,2,112209,5,117.4,27
"Romania",36407,5,123875,6,25.7,46.6
"Mexico",36410,2,126002,5,-102.8,19.3
"Russia",36402,4,97272,6,134.4,45.3
"USA",36345,2,29344,5,-92.8,50.3
"China",36393,5,111159,6,113.7,23.5
"Venezuela",36389,5,67744,6,-63.9,8.1
"Chad",36373,23,278827,7,19.6,19.9
"Bangladesh",36383,5,66372,6,90.6,23.9
"China",36384,5,104528,6,111.4,27.1
"USA",36378,3,73291,5,-101.6,44
"Iran",36380,2,63177,5,47.7,37.5
"China",36376,4,147170,6,99,30.5
"Cambodia",36374,7,92452,6,106.1,13.4
"Sudan",36373,41,167132,7,32.5,15.6
"North Korea",36371,10,45339,6,128.1,37.6
"Vietnam",36365,13,142576,7,107.2,14.8
"USA",36343,23,56673,6,-94.4,43.8
"Iran",36356,13,31880,6,52.8,36.8
"China",36354,3,35711,5,105.1,36.5
"Australia",36355,3,67712,5,151,-33.5
"Bangladesh",36352,24,132358,7,89.6,25.6
"Yugoslavia",36350,4,31126,5,20.1,45.3
"Romania",36350,8,100811,6,22,47.6
"USA",36349,2,4317,4,-118.3,39.3
" Tajikistan",36348,6,87355,6,66.3,40.2
"China",36334,42,362134,7,111.7,28.5
"China",36275,66,123894,7,103.2,28.1
"USA",36339,8,263027,6,-97.1,37.7
"Japan",36339,3,50659,5,133.4,34.8
"Mexico",36335,5,53033,5,-99,18
"Bangladesh ",36332,16,71740,6,91.6,24.7
"Romania",36333,10,121165,6,25.4,47.2
"China",36323,8,97849,6,95.9,34.8
"Mexico",36325,3,162985,6,-102.4,30
"Pakistan",36300,3,59618,5,69.9,24.9
"China",36306,29,73327,6,116.1,27.9
"Germany",36302,8,54320,6,9.9,48.4
"Russia",36301,4,76625,6,128.4,64.5
"Peru",36293,12,184578,6,-70,-3.4
"China",36298,4,100713,6,111.9,31.5
"Switzerland",36292,6,79469,6,8.1,49
"USA",36279,8,58491,6,-106.2,40.5
"Sri Lanka",36267,6,19024,5,80.7,7.4
"Phillipines",36265,7,27207,5,126.3,8.2
"Belarus",36226,35,130388,7,26,52.4
"Columbia",36259,7,360328,6,-71.5,2.7
"USA",36251,14,9611,5,-97.2,48.8
"Bolivia",36234,4,285349,6,-66.7,-12.7
"Australia",36234,7,57804,6,116.3,-22.4
"UK",36226,7,8304,5,-0.6,54.1
"Mozambique",36175,60,127726,7,33.5,-23.3
"Romania",36212,26,115184,7,25.2,49.2
"Columbia",36209,10,72042,6,-74.7,6
" Peru",36211,5,107432,6,-74.8,-5.5
"Philippines",36211,3,27978,5,126,7.9
"Thailand",36200,5,117753,6,102.1,15.5
"Indonesia",36200,6,136488,6,102.9,-0.4
"Australia",36197,7,322869,7,151,-26.4
"Phillipines",36195,5,42062,5,126.1,8.2
"South Africa",36195,4,75254,5,29.9,-30.6
"USA",36192,5,56744,5,-94.7,32.3
"USA",36164,7,21898,5,-83,40.1
"USA",36164,7,18265,5,-86.4,39.2
" Fiji",36167,4,6286,4,179,-18.1
"UK",36149,2,8195,4,-2.9,56.1
"Honduras",36149,2,16547,5,-87.3,15.5
"Malaysia",36149,2,72080,5,103.3,4.3
"Sri Lanka",36149,1,21112,4,81.4,8
"USA",36156,4,105292,6,-121.5,45.7
"Indonesia",36156,5,46298,5,107.1,-6.8
"Congo",36123,7,59067,6,19,-3.9
"Honduras",36126,4,18006,5,-87,15.5
"Vietnam",36124,1,9573,4,108.8,14.4
"Vietnam",36118,6,10723,5,108,15.7
"Indonesia",36116,6,56182,6,118.7,-8.6
"Somalia",36117,13,8693,5,43,0.9
"Vietnam",36112,4,25145,5,107.8,15.9
"USA",36112,3,15178,5,-95.5,30.9
"Mozambique",36100,10,78988,6,34.4,-19.8
"Dominican Republic",36109,3,32651,5,-70.8,19
"Ukraine",36104,19,91277,7,23.5,48.1
"Germany",36099,18,79672,6,8.7,51.1
"USA",36098,2,50303,5,-95.4,36.7
"Honduras",36092,13,241306,7,-83.9,12.2
"Taiwan",36091,2,24808,5,121.2,23.7
"Vietnam",36084,8,24646,5,109.1,13.3
"UK",36090,3,52224,5,-3.4,51.7
"Ghana",36087,6,25282,5,-0.2,5.9
"USA",36085,7,20713,5,-98.4,29.4
"Brazil",36071,12,119112,6,-51.3,-25.3
"India",36069,20,194230,7,79.4,16.1
"Philippines",36081,5,70498,6,121.6,17
"Iran",36071,7,37475,5,54.2,37.1
"Nigeria",36080,7,29087,5,4.5,8.8
"Algeria",36061,2,15757,4,4.1,35.8
"Benin",36039,24,63076,6,2.3,11
"Japan",36068,3,9471,5,134.2,33.3
"South Korea",36065,5,39190,5,127.6,35.6
"Liberia",36055,16,5936,5,-11,7.1
"USA",36074,2,6064,4,-94.2,39
"USA",36053,2,214764,6,-87,30.7
"Dominican Republic",36059,2,67469,5,-70.8,18.7
"Phillipines",36055,3,3669,4,120.8,15
"India",36054,3,214517,6,74.4,20.4
"Croatia",36053,2,20621,5,16.8,45.8
"Belgium",36052,3,26854,5,5,51
"USA",36049,4,60557,5,-92.6,29.7
"Russia",36045,1,36019,5,132.9,48.5
"Niger",36043,5,111379,6,2.7,13.8
"Mexico",36041,10,447483,7,-92.6,16
"USA",36041,1,29739,4,-84.6,30.5
"Tibet",36035,4,215635,6,86.8,29.2
"Sudan",36035,14,326113,7,34.3,17.1
"Japan",36035,6,73841,6,140.8,38.6
"USA",36034,3,42373,5,-77.4,35.1
"USA",36029,6,90195,6,-98.3,26.6
"Nigeria",36022,2,39718,5,9,11.9
"Ethiopia",36017,8,28907,5,34,7.8
"Yemen",36021,17,128411,6,44.5,14.8
"China",36015,38,620830,8,123.3,46.6
"Russia",36019,2,168600,6,117.8,52.2
"Turkey",36017,2,8224,4,40.3,40.9
"USA",36011,3,54156,6,-88,42.2
"North Korea",36007,2,75174,5,127.1,38.3
"Poland",35999,5,13180,5,19.1,49.9
"Indonesia",35999,4,68600,5,112.9,-7.2
"Czech Republic",35999,2,12,1,19.4,48.9
"Slovakia",35996,5,4901,4,20.9,48.8
"Australia",35995,54,146391,7,149.1,-31.5
"Uganda",35996,5,3408,4,32.7,0.6
"Sri Lanka",35993,4,5703,4,80.2,7.4
"Russia",35995,2,102657,5,150.4,61.5
"Somalia",35989,5,65727,6,45.5,3
"Kyrgyzstan",35984,1,530,3,63.3,45.5
"Bangaldesh",35981,80,116177,7,91.9,26
"Mexico",35978,2,78600,5,-98.8,18
"New Zealand",35976,21,90967,7,174.5,-40.6
"Vietnam",35974,14,28276,6,105.3,21.6
"USA",35970,8,18117,5,-71.9,44.2
"Somalia",35970,2,29466,5,45.6,2.6
"Mexico",35965,5,58058,5,-99.2,17.2
"Australia",35968,3,54956,6,147.4,-36.9
"Romania",35954,17,79160,6,26.8,46.6
"Romania",35977,10,83833,6,24.8,47
"UK",35959,2,3551,4,-4,57.6
"USA",35960,2,4081,4,-120.5,37.4
"USA",35959,5,73860,6,-93.1,39.8
"China",35958,16,170586,7,113.6,28.4
"China",35958,14,54191,6,119.8,27.7
"China",35958,28,36417,6,117.5,28.8
"China",35964,2,29726,5,105.4,29.6
"China",35961,14,26916,6,109.9,24.8
"China",35971,12,41224,6,112.9,23.1
"China",35964,26,305480,7,114.8,30.3
"China",35973,17,235631,7,102.7,28.9
"China",35980,17,72124,6,111.9,36.6
"China",35993,20,367328,7,112.8,29.4
"China",36012,34,292973,7,112.3,28.8
"China",36010,5,133217,6,106.4,28.3
"China",36026,11,35148,6,105.1,28.6
"Afghanistan",35958,4,11604,5,70.1,34.4
"Turkey",35958,4,28447,5,42.1,40.6
"USA",35959,7,19951,5,-70.7,44
"Bangladesh",35955,4,136002,6,93.2,26.8
