"country","began","duration","area","magnitude","x","y"
"Bulgaria",39299,4,13954,5,26.6,43.5
"Nigeria",39298,79,630121,8,11.7,10.3
"India",39297,25,15364,6,86.2,20.5
"Vietnam",39297,15,98228,6,108.2,12.3
"Nigeria",39295,15,5268,5,3.3,7
"Canada",39295,3,618,3,-54,47.2
"Ethiopia",39292,69,714220,8,34.5,8.3
"Burkina Faso",39291,5,2435,4,-4.4,11.5
"South Africa",39290,7,20096,5,19.6,-34.1
"Nepal",39286,72,56921,7,84.1,27.8
"Russia",39280,25,20812,6,127.3,54
"Indonesia",39288,9,2399,4,120.2,-3.3
"Haiti",39286,2,124,2,-72.3,18.5
"Indonesia",39285,4,7807,4,97.5,3
"Tajikistan",39285,2,2114,4,70.4,40.7
"UK",39284,10,24651,6,-2.1,52.1
"Bangladesh",39284,87,150900,7,91.2,23.9
"Indonesia",39280,14,4610,5,121.5,-1.7
"China",39281,27,165134,7,100.2,24.1
"China",39281,5,96491,6,119.2,36.7
"China",39277,21,812726,7,88.2,43.1
"India",39279,5,24124,5,76.3,10.4
"Afghanistan",39278,3,4113,4,66.1,34.5
"Japan",39276,4,37730,5,130.9,31.7
"India",39275,91,103552,7,95.3,27.6
"New Zealand",39273,4,13659,5,173.9,-35.8
"Ethiopia",39269,6,19512,5,37.1,5.4
"Burma",39269,27,119074,7,95.3,18.5
"Japan",39267,9,2673,4,130.7,32.9
"Sudan",39266,98,1590907,8,33.8,12.9
"India",39266,82,517303,8,88.5,22.6
"Colombia",39260,76,69988,7,-75.6,8.4
"India",39264,13,398939,7,72.2,22
"India",39264,6,106578,6,77.5,21
"India",39263,14,248439,7,81.9,20.1
"Vietnam",39263,3,4852,4,107.2,21.2
"Pakistan",39261,25,29411,6,71.9,34.3
"Iran",39260,3,10411,5,52.2,33.8
"Australia",39260,8,40946,6,146.9,-37.9
"USA",39259,28,507778,7,-97.2,32.8
"Pakistan",39259,25,115767,6,67.9,25.3
"Solomon Islands",39257,5,263,3,160.5,-9.6
"UK",39258,9,27720,6,-0.9,53.9
"Afghanistan",39257,10,62336,6,71.1,35.3
"Pakistan",39256,3,2215,4,67.1,25
"India",39255,13,450564,7,78.2,14.9
"USA",39252,2,6498,4,-75,42.2
"Costa Rica",39251,3,2851,4,-84.1,10
"India",39251,9,74888,6,94,26.3
"Indonesia",39249,5,1190,4,123.1,0.6
"USA",39250,6,34568,5,-97.3,33.4
"Pakistan",39249,5,12117,5,72.2,35
"Nepal",39248,4,2705,4,85.9,26.9
"UK",39248,7,23106,5,-0.8,52.5
"South Africa",39240,10,9088,5,18.6,-33.3
"Bangladesh",39244,14,77805,6,92,22.4
"Switzerland",39242,1,914,3,7.7,47.1
"Australia",39241,6,11377,5,151.4,-32.9
"China",39239,73,1916284,8,112.4,26.3
"Oman",39239,7,372988,6,57.9,28.5
"Canada",39239,9,204994,6,-125,54.2
"China",39234,6,168580,6,116.1,27.2
"El Salvador",39232,2,4515,4,-88.6,13.4
"Dominican Republic",39232,5,13536,5,-71.1,19.5
"Turkey",39229,6,38495,5,43.8,39.4
"Cuba",39228,3,15430,5,-76.9,21.3
"France",39227,3,3174,4,-0.5,43.3
"Bulgaria",39224,16,34006,6,24.5,42.5
"China",39226,3,43534,5,107.8,30.3
"USA",39226,6,341278,6,-98.7,30.2
"Spain",39225,4,212702,6,-4.2,39.9
"Indonesia",39217,22,34346,6,116.9,-0.2
"Colombia",39221,40,29773,6,-75.4,7.4
"China",39222,2,3207,4,105.4,26.9
"Kenya",39217,31,13866,6,39.8,-3.6
"Afghanistan",39216,5,15492,5,70.6,36.5
"Russia",39213,34,427668,7,85.8,56.9
"Russia",39215,32,378032,7,130.5,62.3
"Israel",39214,2,320,3,35.4,31.7
"Thailand",39213,11,38377,6,100.3,17.2
"Indonesia",39208,7,3358,4,120,-1.1
"Uruguay",39206,22,104128,7,-55.8,-32.8
"USA",39208,13,642776,7,-95.2,40.4
"Afghanistan",39207,3,25847,5,68.9,36.3
"Burma",39206,6,15667,5,96.1,16.9
"Sri Lanka",39204,6,3337,4,80.1,6.5
"Thailand",39203,7,5387,5,99.6,11.7
"Indonesia",39203,25,40327,6,114.8,-0.9
"Syria",39201,3,1919,4,38.4,34.5
"Turkey",39201,3,2902,4,42.1,37.3
"Colombia",39198,7,1940,4,-75.2,4.5
"Afghanistan",39195,12,27490,6,70.7,37
"Morocco",39193,2,9451,4,-2.9,34.8
"Kenya",39193,10,1103,4,34.2,0.4
"China",39191,3,940,3,99.8,39.3
"Kyrgyzstan",39189,9,17036,5,73.8,40.6
"Indonesia",39189,4,822,4,95.7,4.7
"Afghanistan",39189,2,40766,5,69.7,35.3
"Tajikistan",39188,5,66240,6,69.5,39.3
"Indonesia",39188,18,3193,5,121.2,-1.9
"USA",39187,7,109079,6,-72.2,42.3
"Indonesia",39186,5,864,4,117.4,-8.6
"Thailand",39186,2,290,3,99.6,7.4
"Algeria",39185,3,7110,4,4.2,35.6
"Canada",39182,29,94680,7,-104.3,53.4
"Spain",39175,6,42036,5,-0.6,41.6
"New Zealand",39170,3,4204,4,174,-35.4
"Haiti",39161,11,4699,5,-71.8,19.4
"Argentina",39161,39,517032,7,-59.1,-32
"Yemen",39164,8,59875,6,49.1,16.6
"India",39161,12,68107,6,74.2,33.5
"Indonesia",39158,6,1823,4,124.7,-9.5
"Afghanistan",39159,19,656436,7,64.9,33.2
"Honduras",39158,3,5759,4,-86.6,13.9
"Madagascar",39156,12,131717,6,49.9,-14.8
"USA",39152,3,11016,5,-97.9,29.9
"Fiji",39150,4,2552,4,177.5,-17.8
"Algeria",39148,5,53227,5,3.4,35.2
"Honduras",39147,5,11384,5,-86.5,15.6
"South Africa",39144,3,43137,5,28.3,-31.8
"Australia",39143,15,184731,7,131.9,-13.7
"Indonesia",39142,10,3222,5,120.8,-8.6
"Madagascar",39121,27,438826,7,46.3,-18.5
"Fiji",39116,18,2552,5,177.5,-17.8
"Rwanda",39115,15,1343,4,29.5,-1.7
"Indonesia",39113,23,4367,5,106.8,-6.2
"Argentina",39100,62,518021,8,-62.9,-26
"Australia",39105,24,1256487,7,141.5,-24.5
"Peru",39103,21,124921,6,-74.5,-11.5
"Malawi",39102,50,259566,7,32.6,-10.6
"Angola",39099,10,1596,4,13.4,-8.9
"Australia",39101,5,661939,7,138.5,-31.4
"USA",39097,20,434387,7,-90.1,34.9
"Bolivia",39092,112,801035,8,-62,-17
"Zambia",39092,121,719319,8,24.4,-13
"Malaysia",39093,22,26378,6,103.4,2.2
"Sri Lanka",39094,5,10964,5,80.9,6.7
"Indonesia",39094,3,378,3,125.5,3.6
"Philippines",39092,15,44622,6,125.2,7.7
"Burundi",39083,60,293439,7,30.4,-3.1
"Malaysia",39086,19,61718,6,115.9,5
"Mozambique",39085,67,243408,7,35.1,-17.5
"Brazil",39083,12,210596,6,-44,-22.4
"Yemen",39083,4,25391,5,43.9,15.1
"Philippines",39080,18,1618,4,124.8,12.4
"Peru",39077,39,134599,7,-76,-9.2
"Indonesia",39073,14,16206,5,97.5,4.5
"Malaysia",39070,23,18298,6,103.2,1.9
"Sri Lanka",39068,4,6833,4,81.7,6.8
"Pakistan",39055,3,28939,5,66.5,28
"Philippines",39051,9,45658,6,106.7,10.3
"Rwanda",39049,18,840,4,29.9,-1.8
"Haiti",39049,4,6319,4,-73.5,18.5
"Malawi",39048,3,2767,4,34.5,-16
"DR Congo",39045,22,126509,6,24.3,0.8
"Panama",39042,10,17735,5,-78.7,8.9
"Afghanistan",39040,3,565,3,63.9,33.1
"Afghanistan",39040,3,21502,5,66.1,32.7
"Afghanistan",39037,5,4954,4,63.5,35.6
"DR Congo",39036,4,1072,4,27.1,-7.1
"Afghanistan",39031,3,1385,4,70.8,34.2
"Congo Republic",39025,15,1224,4,15.4,-4.2
"USA",39026,6,57886,6,-122.1,47.9
"Iraq",39026,3,19956,5,44.8,36.2
"Philippines",39020,3,23985,5,121.8,17.3
"Turkey",39017,12,122345,6,39.6,37.6
"Ethiopia",39017,60,504019,8,44.6,4.6
"India",39016,10,40095,6,79.9,14.1
"Sri Lanka",39016,26,6984,5,80,7.3
"UK",39016,3,2300,4,-4.2,57.7
"Mexico",39015,4,54979,5,-107.5,24.9
"Philippines",39011,7,3683,4,125.8,7.6
"Malaysia",39010,13,16296,5,100.5,5.8
"Kenya",39013,74,950041,8,39.7,0.8
"Spain",39012,18,155288,6,-7.9,41.7
"Canada",39011,4,16766,5,-71.3,45.8
"Kenya",39005,12,12732,5,40,-3.2
"USA",39005,18,35645,6,-95.3,29.8
"Thailand",39000,26,174278,7,103.6,16.1
"USA",38999,6,51560,5,-146,60.9
"Greece",38998,5,17967,5,23.7,40.8
"China",38996,7,24766,5,102.6,23.3
"Burma",38975,35,187994,7,95.4,19.8
"Philippines",38987,10,69820,6,107.2,16.7
"Nepal",38985,4,26240,5,85.9,27.3
"Nigeria",38972,2,870,3,5.3,8.2
"USA",38982,5,146006,6,-87.6,37.2
"India",38978,18,606980,7,83.7,19.7
"Vietnam",38977,5,34789,5,108.1,11.9
"Mexico",38976,3,44309,5,-107,24.5
"Chad",38965,43,768806,8,15.3,10.3
"Bangladesh",38953,28,28079,6,89.3,23.2
"Mexico",38962,3,25148,5,-111.8,25.4
"USA",38962,6,4560,4,-77.9,34.7
"India",38960,12,141449,6,73.9,32.9
"China",38959,2,16922,5,102.7,34.7
"India",38958,7,32713,5,81.5,27.6
"Somalia",38953,48,37382,6,45.4,3.1
"Nepal",38955,19,14866,6,81.3,28.7
"USA",38948,6,123354,6,-147,62.4
"Uganda",38941,10,4902,5,34.3,1.4
"Thailand",38949,116,213081,8,100,18.8
"Sudan",38942,45,1485583,8,34.8,13.2
"Cambodia",38939,84,143296,7,104.7,11.1
"Vietnam",38941,22,124537,6,106.1,17.8
"Burkina Faso",38932,70,2109011,8,-1,14.4
"Ethiopia",38942,30,15926,6,36.2,5.2
"China",38938,4,191444,6,118.6,26.3
"Somalia",38933,6,3845,4,45.4,2.7
"Ethiopia",38934,4,4225,4,42.2,9.7
"South Africa",38931,3,21840,5,26.3,-33.5
"Philippines",38931,5,162840,6,110.1,21.1
"India",38930,41,302774,7,81.5,18.1
"USA",38925,12,3610,5,-106.4,31.8
"Pakistan",38930,1,2748,3,67.1,25
"Philippines",38928,4,2751,4,120.7,15.9
"Afghanistan",38928,11,63167,6,69.7,34.1
"India",38926,47,681020,8,73.8,20.2
"USA",38925,4,4722,4,-81.1,41.5
"Switzerland",38924,2,364,3,7.4,46
"Philippines",38922,5,350925,6,117.3,26.4
"Pakistan",38922,30,182707,7,73.2,34.6
"Japan",38920,5,6129,4,131,31.5
"Mauritania",38920,3,219,3,-15,17.7
"Nigeria",38916,3,1851,4,7.2,9.1
"China",38918,2,1666,4,102.2,24.7
"Japan",38917,2,47888,5,136.2,35.3
"Nigeria",38913,3,724,3,6.3,6.9
"China",38912,4,1726,4,106.6,39
"Russia",38910,3,22758,5,106.5,50.8
"South Korea",38910,9,55625,6,127.2,37.6
"Philippines",38909,9,612226,7,112.1,24
"Chile",38909,7,5035,5,-72.6,-37.3
"China",38909,3,1392,4,128.9,47.7
"Burma",38901,10,154656,6,95,18.2
"Pakistan",38909,2,457,3,74.2,35.3
"Pakistan",38907,5,6984,5,69.9,33.1
"Vietnam",38907,3,635,3,105.3,22.7
"China",38905,5,20118,5,109.4,22.3
"Cambodia",38904,2,11616,4,103.5,11.4
"China",38904,12,16832,5,99.1,39.4
"India",38902,4,170056,6,71.3,22.4
"India",38901,4,394,3,72.9,19.1
"India",38901,6,31361,5,83.6,19.2
"Pakistan",38901,2,1430,3,72.6,35.4
"Afghanistan",38901,2,1571,3,69.1,36
"China",38900,4,138195,6,83.8,43.3
"Ukraine",38900,2,600,3,34.6,45.1
"Turkey",38899,3,69641,5,41.1,39.7
"China",38898,2,33,2,121,40.7
"Romania",38898,4,1119,4,25.9,47.8
"China",38896,9,43706,6,117,34
"China",38896,11,109600,6,105.7,28.5
"Honduras",38893,7,9985,5,-88.1,14.9
"China",38893,2,11363,4,108.4,26
"China",38893,2,34991,5,111.1,27.1
"Indonesia",38893,5,23710,5,115.5,-3.3
"USA",38893,7,122594,6,-75.8,40.4
"India",38892,41,506577,7,83.7,25.6
"Indonesia",38891,5,891,4,123,0.5
"USA",38890,4,6788,4,-86.9,41.4
"Romania",38888,7,5536,5,24.2,47.5
"Indonesia",38887,5,3092,4,120.1,-5.2
"China",38885,3,7859,4,116.9,24.7
"China",38881,4,58065,5,112.8,26.2
"China",38880,5,11679,5,106.5,25.5
"Taiwan",38878,4,14311,5,120.8,24.1
"China",38876,8,4210,5,111.4,23.4
"Poland",38872,3,27578,5,20.9,49.5
"Russia",38872,9,274771,6,114.6,58.3
"USA",38859,8,86844,6,-159.3,63.3
"USA",38814,58,85035,7,-117.2,40.8
"Canada",38863,8,3213,4,-134.8,67.9
"India",38868,55,185349,7,94,26.6
"India",38862,9,42687,6,76,10.5
"China",38867,11,76601,6,118.6,26.8
"India",38868,5,394011,6,75.2,18.7
"Thailand",38868,1,5872,4,100.9,15.1
"USA",38865,6,39986,6,-94.7,30.2
"China",38861,8,107431,6,112.9,30.9
"Morocco",38863,3,33213,5,-4,32.1
"USA",38862,4,17036,5,-88.6,37
"Cuba",38860,5,1943,4,-82.3,23
"Burundi",38854,12,2695,5,29.7,-3.9
"Canada",38857,9,69157,6,-119,50.1
"Thailand",38859,21,78277,7,100.1,18.2
"Afghanistan",38856,5,21481,5,65.6,34.5
"China",38855,5,141404,6,118.8,26
"USA",38848,12,42911,6,-70.8,43.2
"Tanzania",38846,9,12433,5,37.2,-3.3
"Philippines",38848,4,24930,5,124.9,11.2
"China",38828,25,175249,7,106.6,26.9
"Iran",38845,6,18313,5,47.9,38.7
"Burma",38836,7,77889,6,94.9,18.4
"Suriname",38844,23,62044,6,-56.5,3.4
"Nepal",38843,2,1833,4,83.5,28.3
"Algeria",38840,6,55687,6,3.1,36.1
"Afghanistan",38836,3,58309,5,66.8,35.7
"Papua New Guinea",38834,4,4699,4,143.7,-6.2
"New Zealand",38833,3,4630,4,170.4,-45.7
"Canada",38829,40,7029,6,-82.1,52.5
"Russia",38828,41,144912,7,87.1,50.8
"Malaysia",38827,2,2586,4,102.2,5.3
"Canada",38825,7,726,4,-56,49.7
"Indonesia",38826,5,19039,5,111.9,-7.8
"Ethiopia",38816,17,83387,6,41.6,11
"Papua New Guinea",38819,7,41564,5,143.2,-4.3
"Canada",38819,13,63265,6,-103.4,53.5
"India",38822,4,190870,6,82.8,17.4
"Georgia",38822,10,29217,5,42.8,42.3
"Brazil",38801,30,1164022,8,-52.3,-2.8
"Canada",38818,29,9216,5,-97,49.8
"Dominican Republic",38818,5,15651,5,-70.7,19.5
"Romania",38814,48,144632,7,23.9,44.5
"Democratic Republic of Congo",38815,20,45526,6,16.2,-4.4
"Kenya",38811,49,538046,7,37.5,2.3
"Australia",38812,6,39366,5,132.4,-14.2
"Israel",38812,3,2498,4,35.2,32.5
"USA",38811,14,44107,6,-120.7,37.7
"Yemen",38810,4,91481,6,43.9,15.1
"Serbia-Montenegro",38811,38,40531,6,20.7,45.3
"USA",38807,4,530,3,-157.8,21.4
"Israel",38809,2,11510,4,35.1,32.2
"USA",38806,27,15350,6,-96.9,47
"Australia",38806,7,191823,6,115.1,-25.7
"Slovakia",38804,43,73292,7,19.1,48.7
"Czech Republic",38804,21,196115,7,16.1,49.9
"South Africa",38802,5,2497,4,24.8,-27.4
"Australia",38803,3,57624,6,137.7,-34
"Colombia",38798,73,157985,7,-75.6,5.4
"USA",38794,8,16205,5,-97,33.1
"Australia",38796,29,464471,7,145.5,-17.9
"USA",38790,10,586,4,-159.5,22.1
"Romania",38789,11,143715,6,23.4,44.3
"USA",38788,11,6790,5,-86.4,38.3
"Greece",38785,17,19592,6,25.6,40.9
"Malawi",38783,8,64885,6,35.1,-14.6
"Australia",38779,21,37925,6,115,-27.4
"Philippines",38780,3,629,3,125.6,7.2
"Australia",38777,8,33679,5,152.6,-30.2
"Papua New Guinea",38766,7,7507,5,144.4,-5.8
"Malaysia",38774,1,1175,3,101.7,3.1
"Namibia",38772,5,16107,5,18,-24.5
"Serbia",38769,9,10087,5,20.8,42.6
"USA",38769,14,3021,5,-158,21.5
"Indonesia",38761,11,33831,6,124.7,1.1
"Brazil",38761,36,149086,7,-70.3,-9.1
"Vietnam",38762,8,17541,5,106.9,17
"Yemen",38768,4,10707,5,44.2,14.5
"China",38764,8,76507,6,87.2,40.7
"Ecuador",38764,80,61415,7,-80,-2.2
"Lesotho",38763,9,30124,6,28.2,-29.7
"Philippines",38758,9,78790,6,125.1,8.2
"Algeria",38758,6,180479,6,-5.9,27.7
"Malaysia",38758,9,85480,6,102.5,4.3
"Iraq",38752,9,77638,6,45.5,34.2
"Indonesia",38755,7,29004,5,102.2,-1.8
"Papua New Guinea",38751,17,34452,6,147.3,-9.1
"Fiji",38752,6,2373,4,179.7,-16.5
"Tanzania",38751,10,75937,6,32.5,-5.3
"Saudi Arabia",38749,6,22619,5,35.6,29.7
"Fiji",38746,9,6258,5,177.7,-17.8
"Norway",38747,6,41523,6,11.9,64.2
"Indonesia",38743,20,73074,6,108.6,-6.9
"Indonesia",38739,6,47810,5,117.3,-8.4
"Brazil",38744,4,9335,5,-43.4,-22.6
"Bolivia",38742,83,955843,8,-63.4,-16
"Philippines",38743,11,63468,6,121.8,17
"Greece",38719,19,4583,5,26.5,41.6
"Namibia",38735,1,1298,3,15.7,-25.5
"Guyana",38725,38,24217,6,-58.7,6.9
"Trinidad",38731,4,2252,4,-61.2,10.3
"Australia",38726,23,808060,8,116.9,-23.3
"Indonesia",38725,5,913,4,108.2,-6.4
"Hungary",38720,9,45838,6,19.6,47.7
"Indonesia",38718,4,2551,4,113.3,-8
"USA",38717,19,140515,6,-121.1,39.5
"Congo Republic",38710,5,1103,4,15.2,-4.1
"Western Sahara",38708,5,114099,6,-10.9,27.1
"Malawi",38708,48,224148,7,37.2,-17.2
"Phillipines",38691,25,4630,5,119.2,10.1
"Canada",38691,12,1835,5,-98.2,51.8
"Vietnam",38690,21,63089,6,108.6,13.6
"Albania",38686,4,10408,5,20.2,40.5
"Thailand",38679,51,70521,7,100.1,7.2
"Sri Lanka",38677,3,30136,5,79.9,7.9
"Vietnam",38674,4,16016,5,108.1,15.5
"Jamaica",38671,3,762,3,-76.9,18.2
"UK",38667,1,213,3,-4.3,51.9
"France",38671,3,1982,4,3,42.9
"Australia",38664,6,204296,6,143.1,-33.6
"Colombia",38610,93,115247,7,-75.3,8.5
"Vietnam",38658,3,16657,5,108.2,15.6
"Nicaragua",38655,17,57712,6,-83.6,14.1
"India",38648,48,131308,7,78.7,11.8
"Vietnam",38645,9,28848,5,109.1,12.8
"Haiti",38648,4,12264,5,-72.5,19
"Italy",38648,2,1199,3,16.8,41.1
"India",38646,8,29111,5,87.9,21.9
"Jamaica",38644,7,47853,6,-83.3,22.5
"Indonesia",38643,2,2464,4,97.8,3.5
"Spain",38638,3,4081,4,2.7,41.9
"UK",38637,3,8926,4,-2.9,55.5
"USA",38633,10,38292,6,-72.3,43.1
"Vietnam",38632,5,8374,5,106.8,17.1
"Bangladesh",38628,20,22574,6,89,25.6
"China",38628,4,12376,5,109.1,34.5
"China",38627,5,13903,5,119.2,26
"El Salvador",38626,16,211257,7,-89.6,14
"China",38624,8,29517,5,109.4,32.9
"Mauritania",38622,11,147088,7,-12,17
"Canada",38622,3,332,3,-58.5,48.6
"Mexico",38621,4,62548,5,-93.3,16
"Nigeria",38621,4,11553,5,10.4,12.6
"Sudan",38593,9,40659,6,37.4,19
"Nepal",38620,8,8033,5,80.5,29.3
"China",38621,11,491950,7,110.1,19.2
"USA",38618,9,33403,5,-93,30
"India",38617,20,53195,6,73.5,21.7
"Romania",38616,19,29373,6,27.4,44.6
"Vietnam",38613,7,10779,5,105.5,18.8
"India",38611,20,308729,7,79.4,28.2
"Philippines",38610,13,12976,5,121,15.3
"Senegal",38584,22,333,4,-17.4,14.8
"India",38609,17,374449,7,82.5,21.1
"Afghanistan",38606,2,3209,4,71.1,34.9
"China",38606,3,84372,5,120.2,30.4
"Vietnam",38603,55,154794,7,105.7,10.7
"France",38602,3,9814,4,4.2,44.1
"Japan",38599,6,36825,5,131.3,32.4
"Taiwan",38596,4,188694,6,118.6,28.6
"Nigeria",38571,41,159497,7,10.9,10.7
"Australia",38594,5,8209,5,147.1,-41.6
"USA",38593,22,50377,6,-90.3,30.2
"India",38590,5,12678,5,83.2,25.9
"Mexico",38585,10,242700,6,-98.7,18.8
"Switzerland",38585,6,44953,6,9.6,47.5
"Ethiopia",38584,19,52560,6,38.7,7.4
"Romania",38578,20,68755,6,25,46.9
"Sierra Leone",38578,3,7726,5,-11.7,7.4
"China",38578,23,43676,6,112.3,32.1
"China",38577,8,85857,6,123.1,41.9
"Vietnam",38577,4,14786,5,104.9,19.2
"Thailand",38577,45,134287,7,99.4,19.1
"Iran",38573,3,4900,4,55.8,37.7
"Central African Republic",38572,18,65654,6,18.5,4.4
"China",38569,10,855820,7,81.9,39.9
"Bulgaria",38568,8,44209,6,24.5,42.3
"Sudan",38567,17,163361,6,24.7,13
"South Korea",38566,3,9965,4,127.5,35.7
"Turkey",38566,2,1667,4,40.4,40.8
"Iran",38564,2,4580,4,55.8,37.7
"India",38563,5,11721,5,86.3,21
"Philippines",38560,4,1058,4,122.9,10.4
"India",38556,25,619198,7,80,17
"India",38557,13,35552,6,73.4,18
"China",38554,2,396,3,104.3,27.7
"Malaysia",38550,3,1469,4,116.2,6.1
"Taiwan",38549,5,12148,5,120.9,28.1
"China",38543,9,101854,6,115.8,32.6
"Romania",38545,17,40037,6,27.9,45.8
"Japan",38543,2,23384,5,131,33
"India",38540,21,823462,7,87,27.4
"Pakistan",38538,41,433455,7,73.6,30.9
"China",38534,43,275029,7,125.5,44.6
"Romania",38535,15,72209,6,26.3,43.9
"India",38535,14,55740,6,80.2,24.1
"North Korea",38533,3,2587,4,126.5,39.7
"China",38531,22,69403,6,103.5,30.7
"Australia",38533,4,7891,4,153.3,-28.5
"India",38532,5,6803,5,86.4,21
"Mexico",38532,2,969,3,-97.7,21.4
"India",38531,18,73781,6,73.1,21.4
"Chile",38529,3,12210,5,-72.8,-37
"India",38529,4,6531,4,78.4,31.7
"El Salvador",38527,4,35359,5,-88.2,13.9
"Bangladesh",38526,8,15322,5,89.1,26
"Pakistan",38524,46,28631,6,71.5,34.3
"China",38522,12,226558,7,111.3,23.5
"UK",38522,2,1055,4,-1,54.3
"Kenya",38520,4,3517,4,34.2,0.5
"China",38520,9,93629,6,117.8,26.7
"Tajikistan",38518,37,102998,7,70.8,37.2
"Taiwan",38514,7,3446,5,120.3,22.8
"China",38513,3,2332,4,129.3,44.3
"Tajikistan",38511,3,5936,4,68.1,39.5
"Canada",38510,25,86681,7,-114.4,50.8
"Georgia",38508,13,14901,5,45.3,42
"Brazil",38504,4,6052,4,-35.4,-8
"China",38502,12,679664,7,108.1,28.7
"Ukraine",38500,3,8129,4,35.9,47.1
"China",38500,2,2021,4,104.1,34.4
"Bulgaria",38498,19,71253,6,25.3,43.1
"Russia",38483,28,379340,7,135.2,47.9
"Finland",38497,7,24899,5,26.4,67.5
"Bangladesh",38497,4,12730,5,91.6,24.6
"Brazil",38496,4,929,4,-46.6,-23.5
"New Zealand",38490,4,628,4,176.1,-37.7
"Tajikistan",38479,12,26480,6,69.3,38
"Afghanistan",38476,5,82364,6,64.8,33.7
"Kenya",38475,32,443212,7,37.2,0.8
"Indonesia",38468,2,1727,4,97.7,3.7
"Georgia",38467,36,1515482,8,41.6,42.6
"Ethiopia",38465,53,336115,8,43.3,6.3
"Romania",38460,48,58910,7,21.2,45.7
"Tanzania",38458,3,507,3,39.3,-6.1
"Colombia",38453,4,34532,5,-74.3,6.4
"USA",38443,6,130492,6,-74.7,42.2
"Afghanistan",38440,2,1438,3,68.5,33.5
"New Zealand",38436,2,2456,4,173,-41.4
"Madagascar",38435,3,151,3,47,-25
"Pakistan",38431,5,75648,6,68.4,29.5
"Poland",38428,23,673469,7,21.7,50.5
"Afghanistan",38426,4,89539,6,66.1,36.5
"Zambia",38412,32,122632,7,31.1,-10.6
"Iraq",38424,13,260716,7,46.3,33
"China",38422,12,220943,6,78.8,44.8
"Iran",38422,2,23040,5,48.8,33.8
"Algeria",38417,4,436815,6,4,24.2
"Madagascar",38413,14,16367,5,48.3,-17.8
"Afghanistan",38416,32,275340,7,61.9,30.7
"Pakistan",38413,7,104031,6,66.9,30.7
"Saudi Arabia",38412,23,488993,7,48.6,24.4
"Kazakhstan",38407,28,135418,7,67,43.6
"Bolivia",38402,4,10545,5,-62.9,-17.6
"Indonesia",38402,7,892,4,107.6,-7
"Greece",38400,36,7609,6,26.4,41.4
"Colombia",38394,16,43717,6,-73,7.6
"Pakistan",38392,8,123213,6,64.4,26.2
"Venezuela",38390,8,11963,5,-68.4,10.8
"Australia",38386,5,35240,5,145.6,-38.2
"Brazil",38384,11,56393,6,-46,-16.3
"Angola",38379,61,118198,7,17.2,-10.7
"Madagascar",38375,11,6747,5,44.6,-25
"Brazil",38381,3,127862,6,-49.3,-22.1
"Mozambique",38377,16,24296,6,35.7,-18.2
"Australia",38378,3,1122,4,144.2,-38.1
"Australia",38375,6,618243,7,143.4,-21.4
"Saudi Arabia",38374,6,22758,5,40.6,24.8
"Guyana",38367,42,2339,5,-58,6.6
"Indonesia",38363,31,78151,6,104.4,-3.9
"Costa Rica",38363,8,7580,5,-83.1,9.9
"USA",38362,4,71018,6,-113.7,37.3
"UK",38360,3,4747,4,-2.7,55.2
"USA",38360,4,11751,5,-118.1,34.1
"New Zealand",38359,4,1559,4,175,-41
"USA",38357,28,285909,7,-85.4,38.2
"Italy",38346,4,215,3,14.6,40.8
"Thailand",38347,4,55444,6,98.9,8.2
"South Africa",38343,3,44768,5,22,-33.6
"Angola",38339,2,2663,4,14.6,-9.7
"Sri Lanka",38332,13,23456,5,81.3,7.9
"Malaysia",38331,9,43430,6,101.6,6.3
"Iran",38330,24,436703,7,51.7,28.4
"Australia",38329,15,80552,6,150.1,-29.1
"USA",38328,14,263934,7,-89.6,34
"Argentina",38327,5,3232,4,-60.7,-27.2
"Russia",38324,5,4282,4,40.9,44.5
"Albania",38325,5,426,3,19.5,42
"Indonesia",38323,5,3783,5,112.2,-8
"Philippines",38320,24,39972,6,121.2,15.2
"Vietnam",38317,5,23735,5,107.4,16.2
"Panama",38314,4,5108,5,-77.9,8.4
"Philippines",38314,6,21573,5,121.7,16.4
"Venezulea",38311,8,7328,5,-72.4,8.9
"Philippines",38310,11,14672,5,123.4,13.4
"Paraguay",38298,39,127493,7,-57.5,-26.5
"Venezuela",38308,9,13177,5,-68.9,10.9
"USA",38306,15,107063,6,-97.5,30
"Uganda",38299,3,299,3,31.5,2.5
"Australia",38297,5,10515,5,153.1,-27.3
"Guatemala",38297,6,13464,5,-89.3,15.5
"Indonesia",38294,2,231,3,101.4,-2
"Ireland",38287,5,6532,5,-7.8,52.2
"Somalia",38286,33,52233,6,44.9,3
"Central African Republic",38284,10,1516,4,18.5,4.4
"Togo",38267,29,110,4,1.2,6.1
"Taiwan",38285,3,2490,4,121.6,25
"Colombia",38271,51,159582,7,-73.8,9.2
"Uganda",38278,3,1128,4,30.1,0.3
"Japan",38280,5,31215,5,135.5,35
"Australia",38279,4,1824,4,152.9,-30.4
"India",38267,12,161740,6,89.4,24.7
"Japan",38256,5,3022,4,136.4,34.3
"Indonesia",38256,8,5576,5,96,4.4
"Panama",38247,3,82,2,-79.5,9
"Haiti",38245,17,109541,6,-82,28.8
"USA",38245,5,15942,5,-92.9,43.4
"North Korea",38241,3,19690,5,125.9,38.5
